package_name,function
asr_resources_for_active_scene_recognition,contains helpers
asr_resources_for_active_scene_recognition,"resources, including the launch"
asr_resources_for_active_scene_recognition,start ASR
asr_resources_for_active_scene_recognition,includes a customized rviz-configuration file
asr_resources_for_active_scene_recognition,recorded scenes
asr_resources_for_active_scene_recognition,ease the interaction
asr_recognizer_prediction_psm,provides object pose prediction
asr_recognizer_prediction_psm,generates hypotheses (type
asr_recognizer_prediction_psm,missing objects
asr_recognizer_prediction_psm,integrates scene recognition
asr_recognizer_prediction_psm,object pose prediction (both
asr_recognizer_prediction_psm,are asr_next_best_view/AttributedPointCloud.msg messages
asr_mild_base_fake_driving,provides a simulation system
asr_mild_base_fake_driving,simulates the desired driven way
asr_flock_of_birds_tracking,controls a motorized robot head (a sensor setup
asr_flock_of_birds_tracking,system. The purpose
asr_flock_of_birds_tracking,enable continuous localization
asr_fake_object_recognition,provides a 'perception
can_dbc_parser,"Read a DBC file, unpack CAN messages"
ixblue_stdbin_decoder,parsing library
rqt_tf_tree,provides a GUI plugin
rqt_tf_tree,visualizing the ROS TF frame tree.
random_numbers,contains wrappers
random_numbers,"generating floating point values, integers, quaternions using boost"
random_numbers,libraries. The constructor
velodyne_gazebo_plugin,provide simulated data
velo2cam_gazebo,allowing easy installation
ueye_cam,wraps the driver API
webkit_dependency,encapsulates the WebKit dependency
message_generation,modeling the build-time dependencies
message_generation,generating language bindings
fsrobo_r_trajectory_filters,filtering trajectories.
fsrobo_r_moveit_config,using the fsrobo_r
turtlebot_arm_object_manipulation,contains a demo
turtlebot_arm_object_manipulation,allowing the TurtleBot arm
turtlebot_arm_object_manipulation,"recognize, pick"
turtlebot_arm_object_manipulation,using interactive markers.
turtlebot_arm_moveit_demos,contains scripts
turtlebot_arm_moveit_config,using the turtlebot_arm
turtlebot_arm_kinect_calibration,allows calibration
turtlebot_arm_description,contains URDF files
turtlebot_arm_bringup,provides launch files
turtlebot_arm_bringup,starting the drivers
turtlebot_arm_block_manipulation,contains a demo
turtlebot_arm_block_manipulation,allowing the TurtleBot arm
turtlebot_arm_block_manipulation,manipulate small blocks
turtlebot_arm_block_manipulation,using interactive markers.
asr_state_machine,implements the logic
asr_state_machine,connects different functionalities
asr_state_machine,object pose prediction
asr_state_machine,is the interface
asr_state_machine,executing different 3D-object-search procedures
asr_state_machine,is. Active Scene Recognition
asr_state_machine,modes. The search
asr_state_machine,using different packages
mrpt_reactivenav2d,using MRPT navigation
mrpt_rawlog,record a rawlog
mrpt_map,publish a mrpt map
mrpt_localization,maps. The interface
mrpt_localization,amcl (https://wiki.ros.org/amcl)
mrpt_local_obstacles,"Maintains a local obstacle map (point cloud, voxels"
mrpt_generic_sensor,interfacing any sensor
turtlebot3_teleop,using keyboard
turtlebot3_slam,provides roslaunch scripts
turtlebot3_slam,starting the SLAM
turtlebot3_navigation,provides roslaunch scripts
turtlebot3_navigation,starting the navigation.
turtlebot3_example,provides four TurtleBot3
turtlebot3_example,include move
turtlebot3_example,"using interactive marker, move"
turtlebot3_example,"using LDS, move"
turtlebot3_example,custom routes. The interactions node
turtlebot3_example,control the TurtleBot3 front
turtlebot3_example,position. The obstacle node
turtlebot3_example,"meets an obstacle,"
turtlebot3_example,stops. The patrol node
turtlebot3_example,custom route.
turtlebot3_example,"are 3 route(square, triangle, circle)"
turtlebot3_example,move the TurtleBot3.
turtlebot3_example,insert goal position
turtlebot3_example,"include distance x-axis, y-axis"
turtlebot3_bringup,starting the TurtleBot3
roslisp_utilities,using roslisp.
roslisp_repl,provides a script
roslisp_repl,launches Emacs
roslisp_common,control ROS
roslisp_common,based robots.
roslisp_common,contains an implementation
ros_emacs_utils,simplifying the release process.
message_runtime,modeling the run-time dependencies
pattern_manager,allows a robotics application developer
pattern_manager,"define a pattern,"
pattern_manager,palletizing operations.
lms1xx,contains a basic ROS driver
sr_robot_lib,contains the robot library
sr_robot_lib,store the incoming etherCAT messages
sr_robot_lib,prepare the messages
sr_external_dependencies,is a "dummy" package
sr_external_dependencies,contains a script
sr_edc_launch,start the needed nodes
sr_edc_ethercat_drivers,implementing a ROS interface
sr_edc_controller_configuration,contains the different launch files
sr_edc_controller_configuration,controllers. The actual configuration files
shadow_robot_ethercat,contains the drivers
asr_world_model,implements the logic
asr_world_model,contains four types
asr_world_model,models) 2. All views
asr_world_model,given types
asr_world_model,recognized complete patterns
asr_world_model,models) 4. Some additional information
asr_recognizer_prediction_ism,includes the algorithmic link
asr_recognizer_prediction_ism,"aforementioned functionalities,"
asr_recognizer_prediction_ism,"includes the algorithms realizing Scene Model Sampling. E.g.,"
asr_recognizer_prediction_ism,provides a (service-based) interface
asr_recognizer_prediction_ism,including an ASR-optimized visualization
asr_recognizer_prediction_ism,trees. The reason
asr_recognizer_prediction_ism,linking scene recognition
asr_recognizer_prediction_ism,object pose prediction
asr_recognizer_prediction_ism,is the size
asr_object_database,provide objects
asr_next_best_view,estimates Next-Best-Views
asr_next_best_view,(target positions
asr_next_best_view,recognize searched objects
asr_lib_pose_prediction_ism,contains classes
asr_lib_pose_prediction_ism,predict poses
asr_lib_pose_prediction_ism,evaluate the performance
cl_tf2,use TF2
cl_tf,use TF
actionlib_lisp,is a native implementation
actionlib_lisp,provides a client
hector_sensors_description,contains URDF xacro macros
hector_sensors_description,robot models
hector_models,contains (urdf) models
hector_components_description,contains URDF xacro macros
hector_components_description,robot models.
imagezero_ros,provides convenient methods
imagezero_ros,manipulating ROS images
imagezero_image_transport,sending images
imagezero,is a fast lossless image compression algorithm
aws_ros1_common,using Amazon Web Services
tts,enabling a robot
tts,providing a Text-To-Speech ROS service
ros_monitoring_msgs,publishing monitoring data
lex_node,providing a ROS node
lex_common_msgs,using the lex_node package
kinesis_video_msgs,transmitting video frames
file_management,manage offline files.
cloudwatch_metrics_common,publish metrics
cloudwatch_metrics_collector,aws/monitoring topic
cloudwatch_metrics_collector,publish metrics
cloudwatch_logs_common,publish logs
asr_lib_ism,contains the ROS-independent library
asr_lib_ism,provides the actual scene-recognition functionality
asr_ism,contains nodes
asr_ism,trees. The Active-Scene-Recognition interface
asr_ism,are: 1. Recording
asr_ism,tree) 3. Recognition
asr_direct_search_manager,manage poses
asr_direct_search_manager,search. The direct mode
asr_direct_search_manager,cover the current environment map.
asr_direct_search_manager,are different modes
kni,provides the third-party KNI (Katana Native Interface) library
kni,using the KNI library
katana_tutorials,contains test
katana_teleop,provides tele-operation nodes
katana_teleop,control the Neuronics Katana 450 arm
katana_msgs,contains messages
katana_gazebo_plugins,provides Gazebo plugins
katana_gazebo_plugins,simulate the Katana arm.
katana_driver,"contains all descriptions, drivers"
katana_description,contains an URDF description
katana_description,supporting mesh files.
katana_arm_gazebo,starts a Neuronics Katana robot arm
katana,provides ROS interfaces
asr_msgs,contains all messages
asr_msgs,collaborating components
microstrain_mips,provides a driver
safe_teleop_pr2,running safe_teleop_base
safe_teleop_base,provides automatic collision avoidance
fanuc_grinding_scanning,Scanning part
fanuc_grinding_scanning,grinding demonstrator
fanuc_grinding_rviz_plugin,Grinding RViz plugin
fanuc_grinding_publish_meshfile,grinding demonstrator
fanuc_grinding_post_processor,grinding demonstrator
fanuc_grinding_path_planning,grinding demonstrator
fanuc_grinding_comparison,grinding demonstrator
fanuc_grinding_alignment,grinding demonstrator
fanuc_grinding,grinding package.
cloudwatch_logger,publishing logs
aws_common,using the AWS SDK
motoman_sia5d_moveit_config,using the motoman_sia5d
motoman_csda10f_moveit_config,using the motoman_csda10f
geographic_info,resolve dry stack dependencies.
geodesy,manipulating geodetic coordinates.
asr_descriptor_surface_based_recognition,contains a 6-DoF object localizer
vision_opencv,interfacing ROS
vision_opencv,programming functions
opencv_tests,Tests the enumerants
opencv_tests,tests the Python
image_geometry,contains C++
image_geometry,interpreting images
image_geometry,interfaces the calibration parameters
cv_bridge,"contains CvBridge,"
dockeros,running ros nodes
asr_xsd2cpp,generate C++ classes (headers)
asr_ros_uri,doesn't load the resource
asr_ros_uri,delivers the uri path
asr_ros_uri,given file
asr_ros_uri,given uri.
asr_rapidxml,contains a Ros wrapper
sr_utilities,contains different useful header libraries
sr_utilities,"(math libraries, etc...)."
sr_tactile_sensors,Contains a virtual set
sr_mechanism_model,contains the transmissions
sr_mechanism_model,needed specific transmission
sr_mechanism_model,take care
sr_mechanism_model,combine the distal
sr_mechanism_controllers,package contains different types
sr_mechanism_controllers,"controllers, force controllers,"
sr_hardware_interface,contains the actuator
sr_hand,is a ROS interface
sr_hand,contains an interface
sr_core,are the core packages
angles,provides a set
angles,cover simple things
angles,normalizing an angle
angles,calculate things
angles,need. The code
angles,are no plans
cv_camera,uses OpenCV capture object
cv_camera,capture camera image.
cv_camera,supports camera_image
leo_desktop,operating Leo Rover
visp_ros,interfaces ROS
reemc_description,"contains the description (mechanical, kinematic, visual, etc.)"
reemc_description,robot. The files
reemc_controller_configuration,configure the controllers
eyantra_drone,"send the accelerometer,gyroscope, magnetometer"
ur_gazebo,robot arms.
ur_e_gazebo,robot arms.
ur5_moveit_config,using the ur5
ur5_e_moveit_config,using the ur5e
ur3_moveit_config,using the ur3
ur3_e_moveit_config,using the ur3e
ur10_moveit_config,using the ur10
ur10_e_moveit_config,using the ur10e
asr_flir_ptu_controller,is a package
asr_flir_ptu_controller,control a flir ptu unit
asr_intermediate_object_generator,generates intermediate objects
asr_intermediate_object_generator,restrain the amount
asr_intermediate_object_generator,selecting appropriate objects
asr_grid_creator,generate a grid
asr_grid_creator,defines a position
asr_grid_creator,generate poses
asr_grid_creator,search the map.
asr_grid_creator,cover the map.
asr_mild_calibration_tool,calibrate the relative frames
bwi_mapper,Mapping package
bwi_mapper,provides utilties
bwi_mapper,handling ROS style maps.
bwi_mapper,provides functions
bwi_mapper,generating topological graphs
bwi_logical_translator,approaching doors
bwi_logical_translator,provides tools
bwi_logical_translator,"determine the robot's logical location,"
bwi_logging,Logging package
bwi_logging,creates ROS bag files
bwi_kr_execution,using the BWI Knowledge Representation.
bwi_interruptable_action_server,wraps the move_base node
bwi_interruptable_action_server,stack. The purpose
bwi_interruptable_action_server,allow seamless multi-robot interactions
bwi_interruptable_action_server,interrupting robots
geometric_shapes,contains generic definitions
roch_sensorpc,"pointcloud: Publish Ult, cliff,"
roch_safety_controller,ensuring the safe operation
roch_safety_controller,keeps track
roch_safety_controller,move back.
roch_safety_controller,be enabled/disabled. The safety
roch_safety_controller,"states (cliff, psd"
roch_safety_controller,be reset. WARNING: Dangerous! Refrence
roch_ftdi,enabling roch's USB connection.
roch_ftdi,contains tools
roch_ftdi,flashing the roch's FTDI chip
roch_control,roch controller configurations
pheeno_ros,contains necessary files
pheeno_ros,control an individual Pheeno unit
tf2_sensor_msgs,transform sensor_msgs
tf2_ros,contains the ROS bindings
tf2,is the second generation
tf2,lets the user keep track
tf2,maintains the relationship
tf2,"lets the user transform points, vectors, etc"
naoqi_tools,convert Aldebaran files
naoqi_tools,"(URDF, blender...)"
naoqi_sensors_py,(requires NAOqi
naoqi_bridge,interface ROS
naoqi_apps,bridging NAOqi
naoqi_apps,executing things
geometry2,packages second generation Transform Library
moveit_visual_tools,debugging MoveIt! data
moveit_visual_tools,published markers
nao_description,display the robot's state
nao_bringup,bring ROS interfaces
nao_apps,using the NAOqi API
qt_qmake,supporting qt4
libqt_widgets,supporting qt4
libqt_svg_dev,supporting qt4
libqt_opengl_dev,supporting qt4
libqt_opengl,supporting qt4
libqt_network,supporting qt4
libqt_gui,supporting qt4
libqt_dev,supporting qt4
libqt_core,supporting qt4
libqt_concurrent,supporting qt4
indoor_positioning,is a ROS package
indoor_positioning,use the regular IPS
indoor_positioning,using UWB ranging.
timesync,synchronizing sensor timestamps
pluginlib,provides tools
pluginlib,loading plugins
pluginlib,using the ROS
pluginlib,build infrastructure.
pluginlib,"work, these tools"
pluginlib,require plugin providers
class_loader,is a ROS-independent package
class_loader,loading plugins
class_loader,library. class_loader
class_loader,utilizes the host operating system's runtime loader
class_loader,open runtime libraries
class_loader,"(e.g. .so/.dll files),"
class_loader,introspect the library
class_loader,allows users
class_loader,instantiate objects
class_loader,said exported classes
tuw_object_msgs,provides a set
tuw_object_msgs,"detect, map"
tuw_multi_robot_msgs,"sending graph, route"
dynamic_reconfigure,contains the dynamic_reconfigure package
dynamic_reconfigure,provides a means
dynamic_reconfigure,change node parameters
dynamic_reconfigure,restart the node.
pioneer_teleop,provides teleoperation
pioneer_teleop,"using keyboard, sockets"
pioneer_teleop,"(Including Pioneer 2, Pioneer 3, Pioneer LX, AmigoBot, PeopleBot, PatrolBot, PowerBot, Seekur"
qglv_opengl,Drawing related methods
rosserial_xbee,multipoint communication
rosserial_xbee,running ROS.
rosserial_xbee,includes python code
rosserial_test,allows end-to-end integration testing
rosserial_msgs,using rosserial.
rosserial_client,Generalized client side source
tuw_voronoi_graph,generate routing graphs
tuw_voronoi_graph,generates a voronoi graph
tuw_voronoi_graph,generates a graph
tuw_voronoi_graph,creates a graph
tuw_voronoi_graph,using a config file
tuw_nav_rviz,visualize tuw_nav_msgs
tuw_multi_robot_rviz,rviz plugins
tuw_multi_robot_rviz,set goal positions
tuw_multi_robot_rviz,visualize generated graphs.
tuw_multi_robot_router,contains a MultiRobotRouter using Prioritized Planning
tuw_multi_robot_router,find a routing tabel
tuw_multi_robot_local_behavior_controller,"presents a node,"
tuw_multi_robot_local_behavior_controller,converts synchronized robot routes
tuw_multi_robot_local_behavior_controller,path segments
tuw_multi_robot_local_behavior_controller,maintain synchronization
tuw_multi_robot_demo,run a sample demo.
tuw_multi_robot_ctrl,using Routes
tuw_multi_robot_ctrl,execute the path synchronized.
tuw_multi_robot,includes ros packages
tuw_multi_robot,plan routes
tuw_multi_robot,creates a search graph
tuw_multi_robot,find a path
tuw_multi_robot,using an extended approach
tuw_multi_robot,are the tuw_multi_robot_msgs/RobotInfo messages
tuw_multi_robot,include the robots
tuw_multi_robot,"pose, the map"
tuw_multi_robot,poses. The output
tuw_multi_robot,are multiple synchronized routes
ros_broker,comm broker package.
opensplice_dds_broker,comm broker package.
openni_launch,open an OpenNI device
openni_launch,convert raw depth/RGB/IR streams
openni_launch,"depth images, disparity images,"
openni_camera,"cameras. These include: Microsoft Kinect, PrimeSense PSDK, ASUS Xtion Pro"
openni_camera,"publishes raw depth, RGB,"
olfati_saber_flocking,olfati_saber_flocking package.
micros_swarm_framework,is a programming framework
micros_swarm_framework,facilitate application development involving robot
micros_swarm_framework,"providing an adequate swarm-level abstraction,"
micros_swarm_framework,"provides essential data structures,"
hector_uav_msgs,is a message package
hector_uav_msgs,contains messages
gazebo_flocking,flocking package.
radar_omnipresense,is the radar driver package
smach_viewer,is a GUI
smach_viewer,shows the state
smach_viewer,visualize the possible transitions
smach_viewer,uses the SMACH debugging interface
stepback_and_steerturn_recovery,provides a recovery behavior
stepback_and_steerturn_recovery,specified steer angle
steer_drive_ros,driving meta package
teleop_twist_keyboard_cpp,(in C++)!
rbcar_sim,contains RBCAR simulation packages
rosparam_handler,using parameters
uvc_camera,provide CameraInfo messages
uvc_camera,consumers. Includes
uvc_camera,provides rough synchronization
uvc_camera,uses the base driver
jpeg_streamer,streaming JPEG-formatted CompressedImage topics
sr_ronex_utilities,containing a header library
sr_ronex_transmissions,Contains the transmissions
sr_ronex_transmissions,Using those transmissions
sr_ronex_transmissions,based robot.
sr_ronex_test,require RoNeX hardware.
sr_ronex_msgs,contains the messages
sr_ronex_launch,Contains the main launch files
sr_ronex_hardware_interface,contains the definition
sr_ronex_external_protocol,Contains the protocol
sr_ronex_examples,containing examples
sr_ronex_drivers,containing the driver
sr_ronex,contains the different packages
catkin_pip,allow using pure python packages
slam_karto,provides a ROS wrapper
slam_karto,using it.
ecl_streams,streaming classes
ecl_streams,standardised ecl type devices.
ecl_sigslots,(in the same vein
ecl_sigslots,include some improvements
ecl_sigslots,"need a preprocessor,"
ecl_mpl,Metaprogramming tools
ecl_mpl,move alot
ecl_mpl,compile time.
ecl_math,provides simple support
ecl_ipc,provides an infrastructure
ecl_ipc,developing cross platform c++ wrappers
ecl_ipc,"utilise such mechanisms,"
ecl_formatters,specified text format.
ecl_formatters,streaming types
ecl_formatters,(including both ecl
ecl_exceptions,based exceptions
ecl_exceptions,avoid the proliferation
ecl_eigen,provides an Eigen implementation
ecl_core_apps,includes a suite
ecl_core_apps,demo'ing various aspects
ecl_core_apps,includes various benchmarking
ecl_core_apps,embedded systems.
ecl_core,extending the capabilities
ecl_core,"provide a lightweight, consistent interface"
ecl_converters,"fleshed out, alot"
ecl_converters,use the addition
ecl_converters,"(e.g. all integers,"
ecl_converters,"int, unsigned int)."
ecl_containers,extend the stl containers.
ecl_containers,implement c++ conveniences
ecl_containers,includes techniques
ecl_concepts,checking mechanism
ecl_concepts,passing template arguments.
cartographer_rviz,is a system
cartographer_rviz,provides real-time simultaneous localization
cartographer_rviz,provides Cartographer's RViz integration.
cartographer_ros,is a system
cartographer_ros,provides real-time simultaneous localization
cartographer_ros,provides Cartographer's ROS integration.
cartographer,is a system
cartographer,provides real-time simultaneous localization
rodi_robot,control a RoDI
rodi_robot,flash a custom firmware
rodi_robot,using the default firmware web services
ar_track_alvar_msgs,is a ROS wrapper
ar_track_alvar_msgs,tracking library.
ar_track_alvar_metapkg,related packages.
ar_track_alvar,is a ROS wrapper
ar_track_alvar,tracking library.
epos_library,provides the EPOS Command Library
epos_hardware,provide easy integration
speech_database,performs text-to-speech conversion
speech_database,using Google's speech synthesiser.
speech_database,provides a storage solution
speech_database,publishing a text string
speech_database,"exists, the text"
speech_database,"created, a request"
speech_database,play the audio file
hmi_robin,is the hmi_robin meta-package
gspeech,using Google's Speech API
pointcloud_to_laserscan,making devices
oros_tools,is software suite
oros_tools,provide high level functions
rgbd_launch,open an RGBD device
rgbd_launch,convert raw depth/RGB/IR streams
rgbd_launch,"depth images, disparity images,"
imu_recalibration,recalibrate the on-board IMUs
romeo_sensors_py,adds the depth camera
romeo_bringup,bring ROS interfaces
eigen_stl_containers,provides a set
eigen_stl_containers,using Eigen datatypes
xv_11_laser_driver,reading scans
filters,provides a standardized interface
filters,processing data
filters,contains a base class
filters,build specific implementations
filters,loads filters
rqt_wrapper,keeping rqt programs
ompl_visual_tools,planning algorithms
tuw_marker_pose_estimation,does pose estimation
tuw_ellipses,contains a computer vision library
tuw_ellipses,detect ellipses
tuw_ellipses,images. The package
tuw_ellipses,estimate the pose
tuw_ellipses,are known. A
tuw_ellipses,allows the user
tuw_ellipses,tune the parameter
tuw_ellipses,has two solutions
tuw_checkerboard,detect one checkerboard
tuw_checkerboard,estimate the pose
tuw_aruco,is a wrapper
task_compiler,(Planning Domain Description Language)
task_compiler,SMACH (state machine
task_compiler,based execution
base_controller,doing Android base robots using ROS.
smartek_camera,publishing frames
robot_state_publisher,publish the state
stdr_samples,demonstrate STDR simulator functionalities.
stdr_robot,"robot, sensor implementation, using nodelets"
stdr_robot,load them.
stdr_parser,parse yaml
stdr_launchers,"bringup server, robots, guis"
stdr_gui,visualizing purposes
ecl_license,Maintains the ecl licenses
ecl_license,provides an install target
ecl_license,deploying licenses
ecl_build,contains a few cmake modules
object_recognition_core,contains tools
object_recognition_core,"launch several recognition pipelines, train"
rb_tracker,using visual features
rb_tracker,and/or shape-based poses
rb_tracker,use other modalities
omip_launch,contains launch files
feed_the_troll,loading a ros node
costmap_prohibition_layer,implements a costmap layer
costmap_prohibition_layer,add prohibited areas
zeroconf_avahi_suite,supporing the avahi implementation
zeroconf_avahi_demos,based zero-configuration.
zeroconf_avahi,is a c++ implementation.
nao_moveit_config,using the NAO robot
pepper_moveit_config,using the Pepper robot
yocs_waypoint_provider,Parse a multiple poses
yocs_virtual_sensor,uses semantic map information
yocs_virtual_sensor,"""see"" obstacles"
yocs_virtual_sensor,read obstacles
yocs_virtual_sensor,use auxiliary scripts
yocs_virtual_sensor,publish files' content. Data directory
yocs_virtual_sensor,contains some example files.
yocs_velocity_smoother,incoming velocity messages
yocs_velocity_smoother,robot velocity
yocs_safety_controller,ensuring the safe operation
yocs_safety_controller,ranger readings
yocs_safety_controller,"stop (and move back),"
yocs_safety_controller,close. This controller
yocs_rapps,open control system rapps
yocs_math_toolkit,"contain common use functions,"
yocs_math_toolkit,"used math library,"
yocs_math_toolkit,put common code
yocs_localization_manager,localize robot's position
yocs_diff_drive_pose_controller,driving a differential drive base
yocs_cmd_vel_mux,incoming cmd_vel messages
yocs_cmd_vel_mux,allowing one topic
yocs_cmd_vel_mux,"command the robot,"
yocs_cmd_vel_mux,allowed topic
yocs_ar_pair_tracking,tracking package
yocs_ar_marker_tracking,generating statistics
feed_the_troll_msgs,feed the trolls.
moveit_sim_controller,default joint values
haf_grasping,calculates grasps
haf_grasping,given point cloud using Height Accumulated Features (HAF)
ethercat_grant,run the ros_ethercat_loop
ethercat_grant,using sudo.
rosjava,is a meta package
voxel_grid,provides an implementation
voxel_grid,grid. The occupancy grid
voxel_grid,support 3 different representations
voxel_grid,supports 16 different levels
voxel_grid,marking performance
voxel_grid,standard 2D structures
rotate_recovery,provides a recovery behavior
rotate_recovery,performing a 360 degree rotation
robot_pose_ekf,estimate the 3D pose
robot_pose_ekf,uses an extended Kalman filter
robot_pose_ekf,combine measurements
navfn,create plans
navfn,assumes a circular robot
navfn,find a minimum cost plan
navfn,provides a ROS wrapper
nav_core,provides common interfaces
nav_core,"provides the BaseGlobalPlanner, BaseLocalPlanner,"
nav_core,build actions
move_base,provides an implementation
fake_localization,forwards odometry information.
dwa_local_planner,provides an implementation
dwa_local_planner,Given a global plan
dwa_local_planner,produces velocity commands
dwa_local_planner,supports any robot who's footprint
dwa_local_planner,file. The parameters
dwa_local_planner,reconfigurable. This package's ROS wrapper
costmap_2d,provides an implementation
costmap_2d,based implementation
costmap_2d,inflates costs
costmap_2d,specified inflation radius.
costmap_2d,provides support
costmap_2d,based initialization
costmap_2d,rolling window
costmap_2d,"based costmaps,"
costmap_2d,based subscription
clear_costmap_recovery,provides a recovery behavior
clear_costmap_recovery,reverting the costmaps
clear_costmap_recovery,given area.
carrot_planner,find a legal place
carrot_planner,put a carrot
base_local_planner,provides implementations
base_local_planner,Given a plan
base_local_planner,produces velocity commands
ardrone_autonomy,is a ROS driver
arni_nodeinterface,collects host/node statistics
arni_nodeinterface,enables the ARNI countermeasure node
arni_nodeinterface,run remote commands.
arni_msgs,rated statistics.
arni_core,"contains common ARNI functionality. Furthermore,"
webtest,send test requests
tuw_uvc,is a USB-Camera driver
korg_nanokontrol,use the Korg NanoKontrol MIDI device
tuw_marker_slam,provides a framework
tuw_marker_slam,based SLAM implementations
tuw_marker_server,contains a map server
tuw_marker_server,providing marker maps
tuw_marker_noise,provides nodes
tuw_marker_noise,adding artificial noise
tuw_marker_noise,recording MarkerDetection messages
tuw_marker_noise,obtain a measurement noise model.
ecl_navigation,bring the common tools
ecl_navigation,"develop navigation algorithms,"
ecl_navigation,create a variety
ecl_mobile_robot,(e.g. differential drive inverse kinematics)
marker_rviz_plugin,contains RViz plugins
marker_rviz_plugin,visualize messages
marker_rviz_plugin,using RViz.
moveit_simple_grasps,consider friction cones
pcl_msgs,containing PCL (Point Cloud Library)-related ROS messages.
mm_radio,Multiplexing many packet types
mm_radio,embedded connections
mm_mux_demux,Multiplexing many packet types
mm_mux_demux,embedded connections
osg_utils,contains some classes
osg_markers,create Markers
turtlebot_rviz_launchers,visualizing TurtleBot
turtlebot_interactive_markers,using RViz
move_base_msgs,Holds the action description
map_msgs,defines messages
map_msgs,mapping packages.
create_dashboard,is a RQT-based plug-in
create_dashboard,visualising data
create_dashboard,giving easy access
create_dashboard,basic functionalities.
rosrt,provides classes
rosatomic,provides the C++11-style atomic operations
rosatomic,pulling symbols
rosatomic,proposed Boost.Atomic package
rosatomic,use those instead.
lockfree,contains lock-free data structures
lockfree,"use one, try"
allocators,"aligned allocation functions,"
yaml_cpp_0_3,avoid system conflicts.
libfreenect,enable the Kinect
cpp_introspection,enables introspection
object_recognition_msgs,contains the ROS message
std_capabilities,"contains standard capability interfaces,"
std_capabilities,describe common robot capabilities
octomap_ros,provides conversion functions
octomap_ros,enables a convenvient use
media_export,enabling generic export
libsegwayrmp,is a C++ library
serial_utils,adds useful additions
rosbag_migration_rule,export rosbag migration rule files
hector_quadrotor_demo,contains various launch files
hector_quadrotor_demo,needed dependencies
xarm7_moveit_config,using the xarm7
xarm7_gripper_moveit_config,using the xarm7_with_gripper
xarm6_vacuum_gripper_moveit_config,using the xarm6_with_vacuum_gripper
xarm6_moveit_config,using the xarm6
xarm6_gripper_moveit_config,using the xarm6_with_gripper
xarm5_vacuum_gripper_moveit_config,using the xarm5_with_vacuum_gripper
xarm5_moveit_config,using the xarm5
xarm5_gripper_moveit_config,using the xarm5_with_gripper
lite6_moveit_config,using the lite6
dual_xarm6_moveit_config,using the xarm6
scenario_test_tools,providing mocked implementations
generic_throttle,provides a throttle
cob_script_server,provides a simple interface
cob_script_server,operate Care-O-bot.
cob_dashboard,is a modified version
cob_command_tools,"provides tools,"
cob_command_tools,operating Care-O-bot.
cob_command_gui,provides a simple GUI
cob_command_gui,operating Care-O-bot.
velodyne_simulator,allowing easy installation
velodyne_gazebo_plugins,provide simulated data
velodyne_description,describing Velodyne laser scanners.
cob_navigation_slam,provides launch files
cob_navigation_local,holds config
cob_navigation_global,holds config
cob_navigation_config,holds common configuration files
cob_navigation,provides different navigation packages
cob_mapping_slam,holds launch files
cob_mapping_slam,running SLAM
cob_map_accessibility_analysis,receives the map
cob_map_accessibility_analysis,assemble a common obstacle map.
cob_map_accessibility_analysis,checks the accessibility
cob_map_accessibility_analysis,is a closed path
cob_linear_nav,provides a simple navigation instrument
dbw_mkz_description,describing the Lincoln MKZ.
dbw_fca_description,describing the Chrysler Pacifica.
dataspeed_ulc_can,translate ROS messages
rosfmt,is an open-source formatting library
industrial_ci,contains CI
rqt_common_plugins,metapackage provides ROS
rqt_common_plugins,backend graphical tools
gpsd_client,using the NavSatFix message
variant_topic_tools,treating messages
variant_msgs,accommodate the information content
grid_map_visualization,visualize grid maps
grid_map_sdf,signed distance fields
grid_map_rviz_plugin,displaying grid map messages.
grid_map_ros,manage two-dimensional grid maps
grid_map_loader,publishing grid maps
grid_map_filters,Processing grid maps
grid_map_demos,demonstrate the usage
grid_map_core,manage two-dimensional grid maps
imu_transformer,transform sensor_msgs::Imu data
apriltag_ros,makes the tag detection image
apriltag_ros,detected tags' poses
apriltag_ros,allow the detection
apriltag_ros,is provided (bundle detection
motoman_ma2010_moveit_config,using the motoman_ma2010
motoman_driver,robot controllers.
rqt_image_view,provides a GUI plugin
rqt_image_view,displaying images using image_transport.
raw_description,"contains the description (mechanical, kinematic, visual, etc.)"
raw_description,robot. The files
laser_scan_densifier,it. Node
ipa_differential_docking,is a substitute
ipa_differential_docking,ipa_differential_docking package
ipa_3d_fov_visualization,visualize the field-of-view
cob_voltage_control,manages emergency stop
cob_utilities,Deprecated "cob_utilities" subsumes
cob_utilities,supports the original inifile structure
cob_utilities,provides some basic functions
cob_utilities,respectively. Midterm
cob_utilities,reading parameters
cob_undercarriage_ctrl,implements a controller
cob_undercarriage_ctrl,given Pltf-Twist
cob_undercarriage_ctrl,according wheel steering angles
cob_undercarriage_ctrl,motion. Each joint
cob_undercarriage_ctrl,achieve the computed position
cob_supported_robots,contains the list
cob_srvs,contains Care-O-bot
cob_sound,implements a sound play module using text2wave
cob_simulation,includes packages
cob_sick_s300,published a laser
cob_sick_lms1xx,published a laser
cob_sick_lms1xx,ipa320/libLMS1xx repository.
cob_sick_lms1xx,have clearer structure
cob_scan_unifier,holds code
cob_scan_unifier,unified scan-message
cob_safety_controller,is a substitute
cob_reflector_referencing,broadcasting a tf frame
cob_reflector_referencing,position/reference a robot wrt
cob_perception_msgs,contains common message
